Key,ptBR
Encounter_Defeat_Repeatable_JunkLocation9,É uma causa perdida. Não consigo entender todos esses fios e capacitores.
Encounter_Effect_Damage,Sofreu {0} de dano.
Encounter_Effect_Experience,Ganhou {0} de XP.
Encounter_Effect_Gear,Encontrou: {0}.
Encounter_Effect_Item,Também encontrou: {0}.
Encounter_Effect_Radiation,Sofreu {0} pontos de dano por radiação
Encounter_Intro_Creature1,Observou {0}
Encounter_Intro_Creature2,Detectou {0}
Encounter_Intro_Creature3,Identificou {0}
Encounter_Intro_Creature4,Avistou {0}
Encounter_Intro_Creature5,Encontrou {0}
Encounter_Intro_Creature6,Viu {0}
Encounter_Intro_Location1,Localizou {0}
Encounter_Intro_Location2,Encontrou {0}
Encounter_Intro_Location3,Deparou-se com {0}
Encounter_Intro_Location4,Chegou a {0}
Encounter_Intro_Location5,Descobriu {0}
Encounter_Intro_Location6,Tropeçou em {0}
Encounter_Intro_NPC1,Detectou {0}
Encounter_Intro_NPC2,Encontrou {0}
Encounter_Intro_NPC3,Localizou {0}
Encounter_Intro_NPC4,Encontrou {0}
Encounter_Intro_NPC5,Descobriu {0}
Encounter_Intro_NPC6,Se deparou com {0}
Encounter_Journal_Message26,Diário de explorador. Nova entrada. Bolachas Fancy Lads proporcionam excelente sustento.
Encounter_Journal_Message27,"Diário de explorador. Nova entrada. Quem escolheu o nome ""Deathclaw"" não estava brincando."
Encounter_Journal_Message28,Diário de explorador. Nova entrada. A infraestrutura social está completamente desmantelada.
Encounter_Journal_Message29,"Diário de explorador. Nova entrada. No Wasteland, a confiança pode te matar."
Encounter_Journal_Message30,"Diário de explorador. Nova entrada. Alguns robôs pré-guerra ainda existem, mas a programação costuma falhar."
Encounter_Journal_Message31,"Diário de explorador. Nova entrada. As religiões antigas desapareceram em sua maioria, substituídas por cultos."
Encounter_Journal_Message32,Diário de explorador. Nova entrada. Todo mundo está armado. Armas são comuns.
Encounter_Journal_Message33,Diário de explorador. Nova entrada. A moda está morta. Você usa o que te mantém vivo.
Encounter_Journal_Message34,"Diário de explorador. Nova entrada. TVs não funcionam, mas transmissões de rádio são comuns."
Encounter_Journal_Message35,"Diário de explorador. Nova entrada. Prédios antigos têm suprimentos, mas costumam ser guardados."
Encounter_Journal_Message36,"Diário de explorador. Nova entrada. Para onde quer que eu olhe, morte. Sofrimento. E... esperança."
Encounter_Journal_Message37,"Diário de explorador. Nova entrada. Vi crianças, famílias. A vida continua."
Encounter_Journal_Message38,Diário de explorador. Nova entrada. Casamentos não são incomuns. Não dá para matar o amor.
Encounter_Journal_Message39,Diário de explorador. Nova entrada. Radscorpion. Ferrão mais garras igual a morte.
Encounter_Journal_Message40,Diário de explorador. Nova entrada. Arrombar fechaduras é uma habilidade essencial para conseguir acesso.
Encounter_Journal_Message41,Diário de explorador. Nova entrada. Muitos terminais de computador funcionais. Hackear é uma necessidade.
Encounter_Journal_Message42,Diário de explorador. Nova entrada. Treinamento médico é essencial para sobreviver.
Encounter_Journal_Message43,Diário de explorador. Nova entrada. A Irmandade do Aço favorece a tecnologia. A venera.
Encounter_Journal_Message44,Diário de explorador. Nova entrada. Treinar com uma variedade de armas é obrigatório.
Encounter_Journal_Message45,"Diário de explorador. Nova entrada. Música, pintura, dança. Arte e cultura sobrevivem."
Encounter_Message_Creature1,"um Cachorro Selvagem, rosnando com raiva."
Encounter_Message_Creature10,um Radscorpion.
Encounter_Message_Creature11,uma Formiga Soldado Gigante.
Encounter_Message_Creature12,uma Formiga de Fogo Soldado.
Encounter_Message_Creature13,"um Cachorro de Guarda, vigiando a área."
Encounter_Message_Creature14,uma Formiga de Fogo Guerreira.
Encounter_Message_Creature15,um Mirelurk coberto de cracas.
Encounter_Message_Creature16,um Feral Ghoul Errante psicótico.
Encounter_Message_Creature17,um Radscorpion Gigante.
Encounter_Message_Creature18,um Caçador de Mirelurk.
Encounter_Message_Creature19,"um Cachorro Feroz, despedaçando um cadáver."
Encounter_Message_Creature2,um horrível Mole Rat.
Encounter_Message_Creature20,um Centauro repulsivo.
Encounter_Message_Creature21,um perigoso Feral Ghoul Saqueador.
Encounter_Message_Creature22,um Deathclaw mortal.
Encounter_Message_Creature23,um Deathclaw do Enclave.
Encounter_Message_Creature24,um Super Mutant.
Encounter_Message_Creature25,um Super Mutant Mestre.
Encounter_Message_Creature26,um Super Mutant Overlord.
Encounter_Message_Creature27,um Super Mutant Behemoth gigantesco.
Encounter_Message_Creature3,"uma Bloatfly, zumbindo perigosamente perto."
Encounter_Message_Creature4,um Radroach nojento.
Encounter_Message_Creature5,um Yao Guai aterrorizante!
Encounter_Message_Creature6,um Feral Ghoul errante.
Encounter_Message_Creature7,uma Formiga Gigante.
Encounter_Message_Creature8,"um Cachorro de Catador, farejando em busca de itens."
Encounter_Message_Creature9,uma Formiga Operária Gigante.
Encounter_Message_Location1,uma velha Torre de Transmissão abandonada.
Encounter_Message_Location10,o que parece ser um Restaurante Abandonado.
Encounter_Message_Location11,o que parece ser um antigo Depósito da Guarda Nacional.
Encounter_Message_Location12,Goodneighbor.
Encounter_Message_Location13,as Ruínas do C.I.T.
Encounter_Message_Location14,o Museu de Bruxaria.
Encounter_Message_Location15,a Estação de Tratamento de Água de Weston.
Encounter_Message_Location16,a sede da Hubris Comics.
Encounter_Message_Location17,Gwinnett Brewery.
Encounter_Message_Location2,"um grupo de Raiders, procurando alguém para aterrorizar."
Encounter_Message_Location3,um Barraco Abandonado.
Encounter_Message_Location4,uma velha Geladeira. Pode ter algo dentro.
Encounter_Message_Location5,um Cofre trancado.
Encounter_Message_Location6,um Super Duper Mart.
Encounter_Message_Location7,um pequeno grupo de Escravos fugidos.
Encounter_Message_Location8,um Acampamento de Escravos bem guardado.
Encounter_Message_Location9,um Posto de Gasolina abandonado.
Encounter_Message_NPC1,um Escravo Fugitivo.
Encounter_Message_NPC10,um Mr. Handy com defeito.
Encounter_Message_NPC2,um Xerife Ferido.
Encounter_Message_NPC3,um Ghoul viajante.
Encounter_Message_NPC4,um Mercador errante.
Encounter_Message_NPC5,um grupo de Mercenários da Talon Company.
Encounter_Message_NPC6,um Caçador.
Encounter_Message_NPC7,um Vagabundo Bêbado.
Encounter_Message_NPC8,uma Patrulha da Irmandade.
Encounter_Message_NPC9,um Fazendeiro Perdido. Ele está cansado e com medo.
Encounter_Message_Repeatable_JunkLocation1,uma Loja de Conveniência fechada com tábuas.
Encounter_Message_Repeatable_JunkLocation10,uma Caverna Escura no meio da floresta.
Encounter_Message_Repeatable_JunkLocation11,um Mercador de Caravana correndo atrás de um Brahmin assustado.
Encounter_Message_Repeatable_JunkLocation12,"um Campo Aberto, impossível de cruzar sem ser visto."
Encounter_Message_Repeatable_JunkLocation2,um Esconderijo de Raiders vazio e quase em ruínas.
Encounter_Message_Repeatable_JunkLocation3,um Lago Irradiado.
Encounter_Message_Repeatable_JunkLocation4,uma Sala Lacrada no porão de uma casa.
Encounter_Message_Repeatable_JunkLocation5,um grande Edifício de Apartamentos.
Encounter_Message_Repeatable_JunkLocation6,um Posto Avançado de Sobreviventes bem defendido.
Encounter_Message_Repeatable_JunkLocation7,um movimentado Acampamento dos Filhos do Átomo bloqueando a estrada.
Encounter_Message_Repeatable_JunkLocation8,"uma Velha Mansão, saqueada há muito tempo."
Encounter_Message_Repeatable_JunkLocation9,"uma Fábrica de Robôs, com Protectrons quebrados espalhados do lado de fora."
Encounter_Progression_JustStartedTier1_1,Lá vamos nós.
Encounter_Progression_JustStartedTier1_10,"Muito bem, Wasteland. Lá vou eu!"
Encounter_Progression_JustStartedTier1_11,Ah. Então é por isso que chamam de Wasteland.
Encounter_Progression_JustStartedTier1_12,Sim. Está tudo destruído.
Encounter_Progression_JustStartedTier1_13,"Ok, isso é um pouco... deprimente."
Encounter_Progression_JustStartedTier1_14,Vou deixar o Vault orgulhoso. Eles vão ver.
Encounter_Progression_JustStartedTier1_15,E lá vou eu!
Encounter_Progression_JustStartedTier1_16,Achei que nunca ia sair daqui.
Encounter_Progression_JustStartedTier1_17,Que emocionante!
Encounter_Progression_JustStartedTier1_18,Estou pronto para qualquer coisa.
Encounter_Progression_JustStartedTier1_19,"Vamos lá, Wasteland, me mostre o que você tem!"
Encounter_Progression_JustStartedTier1_2,"Finalmente, um pouco de ar fresco."
Encounter_Progression_JustStartedTier1_20,Ok. Eu consigo fazer isso.
Encounter_Progression_JustStartedTier1_3,Não vou me afastar muito. Só por precaução.
Encounter_Progression_JustStartedTier1_4,Não parece tão ruim assim.
Encounter_Progression_JustStartedTier1_5,"Mais uma vez, à brecha!"
Encounter_Progression_JustStartedTier1_6,Está mais claro do que eu esperava.
Encounter_Progression_JustStartedTier1_7,"Nossa, sempre faz esse calor aqui fora?"
Encounter_Progression_JustStartedTier1_8,Vamos nessa!
Encounter_Progression_JustStartedTier1_9,Será que sobrou alguma coisa?
Encounter_Progression_JustStartedTier2_1,Será que consigo ir longe a pé?
Encounter_Progression_JustStartedTier2_10,Meus pés já estão doendo.
Encounter_Progression_JustStartedTier2_11,Começando a me arrepender de ter saído.
Encounter_Progression_JustStartedTier2_12,Talvez explorar não seja mesmo o meu forte.
Encounter_Progression_JustStartedTier2_13,Não vou voltar de mãos vazias. Não vou voltar de mãos vazias...
Encounter_Progression_JustStartedTier2_14,O Vault está contando comigo. Preciso continuar.
Encounter_Progression_JustStartedTier2_15,Por aquele caminho parece promissor.
Encounter_Progression_JustStartedTier2_16,Mais cedo ou mais tarde vou encontrar alguém.
Encounter_Progression_JustStartedTier2_17,Realmente não quero ser comido aqui fora...
Encounter_Progression_JustStartedTier2_18,"Se eu morrer aqui fora, eles nunca vão saber..."
Encounter_Progression_JustStartedTier2_19,Este caminho parece tão bom quanto qualquer outro.
Encounter_Progression_JustStartedTier2_2,Super Mutants são só um mito... certo?
Encounter_Progression_JustStartedTier2_20,Tem que ter alguma coisa aqui fora.
Encounter_Progression_JustStartedTier2_3,Não está tão ruim assim. Talvez devêssemos todos sair do Vault...
Encounter_Progression_JustStartedTier2_4,Espero conseguir encontrar o caminho de volta.
Encounter_Progression_JustStartedTier2_5,Vou pegar o máximo que consigo carregar e voltar.
Encounter_Progression_JustStartedTier2_6,"Se eu encontrar só uma caixa de Sugar Bombs, já vai valer a pena."
Encounter_Progression_JustStartedTier2_7,Acho que vou... por aquele lado.
Encounter_Progression_JustStartedTier2_8,Talvez eu devesse ter deixado um rastro de migalhas.
Encounter_Progression_JustStartedTier2_9,Este caminho parece promissor.
Encounter_Progression_Repeatable_JunkLocation1,Tentando arrancar as tábuas que bloqueiam a porta da frente.
Encounter_Progression_Repeatable_JunkLocation10,Fui encurralado na Caverna por uma família de Yao Guai. Vou tentar acalmá-los.
Encounter_Progression_Repeatable_JunkLocation11,Correndo atrás do Brahmin para ajudar o Mercador. O bicho é rápido!
Encounter_Progression_Repeatable_JunkLocation12,Rastejando pelo Campo o mais rápido possível.
Encounter_Progression_Repeatable_JunkLocation2,"Explorando o Esconderijo, mas um passo em falso vai fazer tudo desabar na minha cabeça."
Encounter_Progression_Repeatable_JunkLocation3,Tem algo flutuando perto da margem. Vou tentar alcançar.
Encounter_Progression_Repeatable_JunkLocation4,Hackeando um terminal para abrir a porta.
Encounter_Progression_Repeatable_JunkLocation5,"Procurando suprimentos, mas este lugar está cheio de armadilhas."
Encounter_Progression_Repeatable_JunkLocation6,Tentando convencê-los a me deixar entrar para descansar.
Encounter_Progression_Repeatable_JunkLocation7,Dar a volta vai demorar muito. Vou ter que tentar me esgueirar pelo Acampamento.
Encounter_Progression_Repeatable_JunkLocation8,Vasculhando a Mansão em busca de algo de valor que possa ter sido esquecido.
Encounter_Progression_Repeatable_JunkLocation9,"A porta está lacrada. Se eu consertar o braço laser de um Protectron, posso explodir a abertura."
Encounter_Random_Message1,Acho que vou por aqui.
Encounter_Random_Message10,Vou precisar de um banho de verdade quando chegar em casa.
Encounter_Random_Message100,O vento está assobiando. Parece com vozes.
Encounter_Random_Message101,Alô? Alguém pode me ouvir?
Encounter_Random_Message102,Aqui fora os olhos pregam peças em você.
Encounter_Random_Message103,Aquela colina parece um bom ponto de observação.
Encounter_Random_Message104,Uau! Tropecei em uns escombros.
Encounter_Random_Message105,Meu Pip-Boy está sendo muito útil aqui fora.
Encounter_Random_Message106,Puxa! Estou cheirando mal.
Encounter_Random_Message107,Minhas solas estão se gastando.
Encounter_Random_Message108,Tanto pó e sujeira em todo lugar.
Encounter_Random_Message109,"Que bom, esta estrada vai descendo. Mais fácil para as pernas."
Encounter_Random_Message11,Alguém está me seguindo?
Encounter_Random_Message110,Deixa eu escalar esses escombros...
Encounter_Random_Message111,Vou atalhar por este prédio destruído.
Encounter_Random_Message112,Aqueles prédios desabaram completamente na rua.
Encounter_Random_Message113,Agora sei como Hansel e Gretel se sentiram.
Encounter_Random_Message114,"Quando chegar em casa, um banho vai ser incrível."
Encounter_Random_Message115,"Isso é... música? Um rádio em algum lugar, talvez?"
Encounter_Random_Message116,Fumaça no horizonte. Pode ser uma fogueira. Ou outra coisa...
Encounter_Random_Message117,Um velho quartel de bombeiros. Nem eles conseguiram impedir o mundo de queimar.
Encounter_Random_Message118,Talvez eu vá por aqui um tempo.
Encounter_Random_Message119,Devo ir para o leste?
Encounter_Random_Message12,"Essas pegadas — humanas, ou de outra coisa?"
Encounter_Random_Message120,Devo ir para o norte?
Encounter_Random_Message121,Devo ir para o oeste?
Encounter_Random_Message122,Devo ir para o sul?
Encounter_Random_Message123,Acho que vou ir um pouco para o leste.
Encounter_Random_Message124,Acho que vou ir um pouco para o norte.
Encounter_Random_Message125,Acho que vou ir um pouco para o oeste.
Encounter_Random_Message126,Acho que vou ir um pouco para o sul.
Encounter_Random_Message127,Diário do explorador. Nova entrada. O Wasteland é um lugar cruel e inóspito.
Encounter_Random_Message128,Diário do explorador. Nova entrada. Estou com fome. Com vontade de comer Salisbury Steak.
Encounter_Random_Message129,Diário do explorador. Nova entrada. Sempre com sede. Preciso me manter hidratado.
Encounter_Random_Message13,Alô? Tem alguém aqui?
Encounter_Random_Message130,Diário do explorador. Nova entrada. Acabou. Tudo acabou.
Encounter_Random_Message131,Diário do explorador. Nova entrada. Carros espalhados pelas ruas. Nenhum funciona.
Encounter_Random_Message132,Diário do explorador. Nova entrada. Tantos esqueletos. O mundo é uma sepultura.
Encounter_Random_Message133,Diário do explorador. Nova entrada. Alguns alimentos pré-guerra ainda são comestíveis. Conservantes.
Encounter_Random_Message134,Diário do explorador. Nova entrada. Lei e ordem são coisas do passado.
Encounter_Random_Message135,Diário do explorador. Nova entrada. O mundo ainda está bastante irradiado.
Encounter_Random_Message136,Diário do explorador. Nova entrada. A flora e a fauna parecem bem... estranhas.
Encounter_Random_Message137,Diário do explorador. Nova entrada. A vida prospera onde consegue aqui fora.
Encounter_Random_Message138,Diário do explorador. Nova entrada. Muitos prédios permanecem de pé. Danos extensos.
Encounter_Random_Message139,"Diário do explorador. Nova entrada. A maioria da água, não potável. Radiação demais."
Encounter_Random_Message14,O que foi aquilo?
Encounter_Random_Message140,Diário do explorador. Nova entrada. Tampas de garrafa aceitas como moeda em todo lugar.
Encounter_Random_Message141,Diário do explorador. Nova entrada. Traficantes de escravos atacam os fracos. Meu coração parte.
Encounter_Random_Message142,Diário do explorador. Nova entrada. Comida escassa. Alguns recorreram ao canibalismo.
Encounter_Random_Message143,Diário do explorador. Nova entrada. Um Yao Guai é um urso mutante feroz.
Encounter_Random_Message144,Diário do explorador. Nova entrada. Um Ghoul é um humano irradiado. Desfigurado.
Encounter_Random_Message145,Diário do explorador. Nova entrada. Raiders por todo lugar. Roubando. Matando.
Encounter_Random_Message146,Diário do explorador. Nova entrada. Feral Ghouls são basicamente zumbis. Preciso evitá-los.
Encounter_Random_Message147,Diário do explorador. Nova entrada. Mole Rats NÃO são fofos...
Encounter_Random_Message148,Diário do explorador. Nova entrada. Super Mutants odeiam humanos. Atacam à vista.
Encounter_Random_Message149,"Diário do explorador. Nova entrada. Formigas gigantes são, de fato, formigas gigantes."
Encounter_Random_Message15,O Vault está contando comigo. Não vou decepcioná-los.
Encounter_Random_Message150,Diário do explorador. Nova entrada. Radroaches. Elas realmente sobrevivem a qualquer coisa.
Encounter_Random_Message151,Diário do explorador. Nova entrada. O exército acabou. Substituído por mercenários.
